"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57"
"Med31",0,0,10,75,53,0,11,24,0,0,0,350,0,69,0,1,0,37,1,0,0,0,20,115,1,21.1794,0,6,1,0,0,0,9,0,176,0,0,0,0,8,1,0,2.98026,0,1,0,0,95,10,5,2,0,29,130,124,1,0
"Med4",3,2,0,4,2,0,97,85,355,2,2,0,5,25,51,2,47,374,0,2,108,3,1,538,253,2,2,4,12,1,4,0,364,146,2,85,59,1,0,21,1,6,4,348,4,134,3,45,8,17,193,18,239,143,647,1,133
"Med6",4.2204e-06,0,0,128,10.4926,11,148.0003427,19.433464,3,46.242,0,19,16.9679,0,0,0,20.507,2.14961,0,1,1,89.59867,1,86,7.94401,0,0,66.5118,0,10.49626,2,0,29.8122,150.9995,34.00005,1,0,0,2.20617,34,44,9.62392,0,0,0,0,0,0,0,0,319,0,73.1635,123.0001,2,1,117.8367
"Med7",0,0,0,0,138.999908,0,199.0666,112.35996,0,1,0,0,0,0,0,13.00003,0,610.99988,1,1,0,58,0,113.000000771524,0,0,0,0,0,1,0,317,219.99985,5.73616,0,0,1,0,0,103,1,1,4,74.99996,1,2,0,0,0,0,0,0,86,10,0,0,0
"Med8",0,1,0,18.00004,174.00026,4,59.00001,16,61.99357,0,10,0,992.28077,38.34687,2,1.999999,0,266,973.205,1,5,0,0,56.000010516,22.999989,0,0,478.0341,2116.971,0,4.999998,1,129.6367,28.99997,252.0004,0,2,1,2,48.7712,1.99999645692,1.999998,108.00004,185.00025193,1,0.449047,0,86.7677,4,95.999962635,85.67050253,2,314.74309,128,0,0,76.65
"Med9",0,10,0,7,0,0,10,11,155,1,0,1,9,1,0,0,0,36,1,0,1,0,1,14,0,0,0,19,3,0,12,1081,1,25,0,0,2,0,13,30,0,0,42,0,2,0,0,1,0,0,0,0,1,0,4,0,0
"Medag",0,0,0,0,0,0,0,0,1.24779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25309,2.01027,0,0,0,0,0,0,0,0,0,5.47358,0,0,0,0
"Mef2a",0,0,0,329.000000041661,34.00005,0,91,245.0001,128.00028,4,1213.9992,33.59284071739,303,18,0,3,1,179,621,5.80404,2,3,1,179.9997,512,4,554,776.0003,1,4,4,33,176.0005,155,4,889,2,106,126,1,2,38,82.00001,6,2.999999,55,72.17135,0,84.00002,325,327.0002,3,306.99997,157,27,0,100.00004
"Mef2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mef2c",88.000010431494,31,120,729.9999,7,81,326.9995,23.99997,461.999600324206,29.99996,15,16.999970278016,46.000000278471,29,1.0000000339175,45.000020953497,627.9998,688,3,3,0,265.00040161909,7.0000000115842,193.9997,816,13,260.99999,1.13739,330.999940094191,12.0000200619753,819.9995,164.0000016666,70.000000523436,634.0002,14,3.000000121677,153.00000508338,110.00016,2,206.9997,51.00000046258,10,1513.9971,285.0001,261,108.00000186557,14.999990148581,330,375.999766722,30.99999,24.00001,26,200.0004,86.000052353,15,21.00004,71
"Mef2d",154.00013,21,0,117,10,0,0,27.00003,1,0,642,109.3161,2.11786,102.99981,0,0,1,121,1,0,0,5,0,62,69,5,2,237.9997,1,8,115,0,52.00005,30.9587,122.6954,1,162.0004,0,23.4372,4,226.00012,0,39,2,1.000000314196,0,204.99979,7,2,1,1,1,127,14.8022,0,3,0
"Mefv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megf10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megf11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,141,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Megf6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megf8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megf9",0,0,20.1094,12.6048,0,0,4.01468,5,6,4.76786,0,0,0,13.3263,0,10.3651,0,5.23082,0,0,1,0,10.004,5.42444,4.18921,0,19.7799,3.53896,0,5.16238,0,206,0,1.13957,35.7028,0,0,0,6.77126,2.53392,159.19,0,0,0,0,1.52097,0,409.763,1.08132,7.78039,1.10836,1,17.062,0,0,0,1.05331
"Mei1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mei4",6,0,7,6.42973,1.10934,2.20733,7.00036,4.67452,5,8.4077,1.56968,2.12319,0,2.17298,0,2.29766,0,14.1721,0,14.34,1.22186,2.76359,13.6274,7.17694,3.5292,7.44835,82.9736,9.29803,6.24917,3.19862,1,9.69911,3.6867,2.06316,3.04668,0,4.09587,4.09207,2.3575,0,6.30753,5.2763,0,6.08559,3.34939,0,15.7106,10.0329,4.03579,4.57092,4,1.06935,5.30761,11.3006,3.07333,4,0
"Meig1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Meikin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Meiob",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Meioc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Meis1",65.3569,0,2.31964,120.565,1.66446,0,0,32.53381,1612.78,0,0,0,0,938.8083,0,0,15.1071,988.5151,0,0,4.03826,3.42501,0,682.7933,722.2446,0,0,51.2676,2.18285,8.22478,1.60156,1178.1192,264.1269,451.81445,0,0,2.31838,2.22762,222.077,22.7529,30.8981,0,653.67112,1.84855,0,0,2.31807,415.792,152.398,21.17503,34.6456,12.5265,564.3506,2.30834,0,0,136.4012
"Meis2",109.6293732,0,1.00207,0,14.1013,7.3743482,0,39.18994679,43.9999666,0,29.32,42.056076,5.007140749,11.99998363,1.47547,0.999999894,2.00382,154.40922906,1.000000269664,0.988436,3.9999974807,83.000017,2.999995342,6.0000007,332.1992039,3.961528774,0.9999996373,89.8517,1.00000021624,8.02581,3.48907,346.99968969,22.222391021,136.2969,352.9616353,20.9894,86.000013,29.22899042,5.72992,14.5006,2611.020778,1.03872,216.053422,570.000013,0,1.000009381,19.2252,83.2023,15.7971,165.45101205,1.1127271535,0,48.0518683,145.0154988,5.01244,15.49871,38.23324198243
"Meis3",0,0,0,0,0,0,0,0,0,0,0,0,0,70.39375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.1711,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Melk",1,0,0,0,10,0,0,143,0,0,1,12,78,0,0,0,1,0,1.23072,2,1,0,0,0,6,6,0,0,2,2,0,0,115,0,2,0,0,1,741,1,0,0,1,566,24,2,44,423,119.42337,20,1,1,350.9999,103,130,0,5
"Memo1",1,0,0,96,12,1,1,212,157,11,0,1,1,3,0,1,0,59,1,55,1.4652,422,17,5,176,1,0,1,2,52,0,0,217,126,1,0,171,0,1,0,399,4,0,29,4,0,0,25,48,206,502,0,2,85,0,0,110
"Men1",7,0,3.9999953053,0,16.4728,0,0,1,0,0,0,255.00015,6.21062,150.327,1,0,4,0,1,0,1,0,7.000004,1,10.0726,0,4,2,2.56089,360.838,0,0,27.7481,214.99981739247,0,0,0,2.54691,1,8,1,73.9666,2.51483,815.461,0,0,0,0,48.00003116,0,0,165.659,5,3,2.9999985,0,5.04091
"Meox1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Meox2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,3,13,0,0,0,5,0,0,0,0,0,0,0,0,0
"Mep1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mep1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mepce",0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,94.00001,0,0,0,0,0,0,1,0,0,0,0,0,1.11977,0,106,0,0,0,0,0,0,0,0,0
"Mepe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mertk",0,0,0,0,0,0,58.1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,1,0,0,42.6528,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.5119,2.63286,9,39,0,0,5,1,0
"Mesdc1",0,0,0,0,0,5,0,0,6,0,1,0,64,1,0,2,83,0,0,0,0,3,0,0,0,2,1,0,1,0,0,0,10,0,28,0,25,0,2,29,1196,1,0,90,0,0,0,0,4,40,0,0,22,24,0,4,2
"Mesdc2",2.23478,1,2,399,2,8.78213,326.05465,30.0556,754.0002,10.999992,4,1,1,15,3,57.1387,0,22.50192,2.999999,194.9265,1.11927,51.98465,3.3534,369.0005,589.0001,204.7941,152.894,269.0003,2866,5,29,3,83.3286,6.66798,536,1,1609,1,6.67394,89.2848,1.11902,5.999995,605.4178,89,6.37168,7.6972,33,291,291.3227,90,1.11214,101,490.4857,96.2984,97.38,134,259.5183
"Mesp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesp2",0,0,0,0,2,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,14.2286,0,0,0,6,0,10,1,0,0,0.310969,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mest",8584.7258,12709.4,3510.49,6226.53729,1102.7685,4484.17,9022.9214,6905.07406,38,1377.23,1930.59,373.615,2900.9959,2025.57,1582.35,806.048,5294.04,1893,2804.83,2628.21,2445.08,338.445,1327.88,4110.63,2134.65,2472.15,4202.88,2686.23,25674.4,936.049,409.2924,5394.42,4331.46,8857.68,581.733,1489.4,2141.98,2542.44,128.202,6521.74,25927.6,1711.4,4525.8816,666.217,4708.42,550.844,4598.46,1831.85,1763.64,483.049,4049.0935,6555.48,815.712,844.808,14177,1964.81,4989.35305
"Met",0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,40,0,0,0,0,0,22,0,0,0,0,0,0,1
"Metap1",1,0,0,98,0,0,18,6,0,0,1,1,1,19,1,0,0,0,0,1,1,0,0,526,390,1,1,74,0,0,0,4,8,13,2,9,1,4,2,114,1,19,43,9,1,0,0,0,127,4,9,0,194,11,12,19,126
"Metap1d",0,0,0.84831,0,0,1.19768,0,0,0,2,2,1.51729,1,0,0,0,16,270.692,1,0,0.197356,3,0,0,0,0,0,205.576,1,0,1,0,9,39.6551,0,2,0,22,0,5.99983,950.754,0.208864,10.7151,0,0,0,911.566,104.911,19.5011,0,0.999885,0,0,0,1,2,0
"Metap2",2.296393,272.978,1.09883,338.53944,577.5768,97,557.12424,811.82333,869.37545648,21.4376,53.56458,451.03354,3193.38383,861.96960011229,60.9176,0,2084.1024,3.59933948672,164.35187,6.35016,173.235833139,27.99996,283.8538,442.79943,1095.9517,23.4748,24.33342,68.572160463866,382.98541,0.555932,3871.996902,42.04502,60.23071,440.0626,1388.45725,8.771294,508.6631,2.11749,450.402,591.38205,3165.935789422,663.57982165,404.5105,187.9651,6.075291,255.24073,954.989,273.9301893557,418.00626,400.38701972,137.84948,828.851,328.85353,226.3738,194.35887,32.53445,245.36918
"Methig1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metrn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,15,0,7,0,0,0,0,0,0,0,0
"Metrnl",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mettl1",0,0,0,100.738,0.000241898,1.79858,82.0409,31.9495,76.6795,0,19.2268,0,0,82.2975,4.08925,1.10073,0,20.89517,0,0,0,0,11.6031,32.59129,115.858,0,2.31255,0,0,0,29.0386,0,59.4203,262.192,9.13909,14.5326,0,0,0,66.6062,0,0,58.9099,2.26948,0,0,0,154.734,29.4994,20.15031,86.5705,0,20.48348,2.19478,2.6451,0,54.6023
"Mettl10",0,1.51267,0,102.375,1,0,30.4403,9.76345,1,0,280.00014,29,2.000004,254.547,5,0,0,57.2144,1,0,0,0,2,8.04124,2.000004,1,0,190.215,0,2.189883,0,0,10,145.109,71.4138,0,0,1,0,0,0,0,66.4135,52.4921,297.528,0,0,1,1,46.1241,166.9129,0,63.1212,7.72711,0,73.7625,0
"Mettl11b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mettl13",0,0,23.0765,0,4.77721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.4652000104,0,0,2.01258,0,0,19.5984,0,1,1,1,0,0,0,0,0,0,1.17266,0,0,0,0,0,0,1,0,1.16034,0,0,0,0,0,0,0,0,0
"Mettl14",0,1,2,2.28194,1,0,125,174.13044,2,4.09108,0,0,2,0,0,1,0,268.16858,1,0,1.015,0,1.01122,2.0149,2.01197,0,29,102,6.18119,1,0,108,0,79.87833,1,0,0,2.02635,0,2,273,29,53.0513,0,11.00723,14.0413,1.03886,80,0,71,1,0,1.00238,0,10.0113,1,0
"Mettl15",1,0,0,62,0,0,88,3,0,10,0,1,5,0,0,1,0,0,0,0,0,0,0,0,18.000044,0,0,0,0,0,0,0,0,16.99999,0,0,0,0,0,48,0,0,0,323.0002,0,0,0,0,0,104,81,0,71.99997,82.3238,2,0,0
"Mettl16",13.7286,2.91228,3.93199191248,14.4083,167.245124026,6.37356,7.431180753,79.332722852,73.3113,2.21126,17.235,1.10795,1.17785820371,16.9460536772,30.3568,1.3567922092,5.05611,1.52974,0,30.5065,6.71315,10.5181,2.29927,39.5664,2.65575428,5.11477,16.5772,4.61462,3.44922,14.326,2.4662030306,1.45072,150.988,2.64225,229.4721,7.48982,4.5421,1.40947,78.5805,91.04620251,98.3918,1.23224,6.79461,18.6857,6.03318,6.7455,101.26413,239.1686,86.2845,4.56002,3.75967,0,273.1114,333.9185,2.415900864,1.05908,19.04556
"Mettl17",0,0,0,28.3913,1,0,0,0,0,0,0,0,52.9465,5.22941,54.83098,0,0,0,2,0,0,0,0,431.199,4.61943,14.2753,0,0.580447,0,0,0,1,74.9328,193.179742,1,1,0,0,0,4,6518.29,0,196.000228,0,0,0,0,0,0,0,39.92685,0,20.0905,0,2042.23,9.000002,2.09771
"Mettl18",0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1,266,0,1,1,0,1,0,10,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Mettl2",0,0,0,17.0697,0,0,0,0,1,0,0,0,0,0,0,0,0,155.491,0,1.46255,0,0,0,0,0,0,0,0,0,0,10.7304,0,0,2.78751,0,0,0,0,0,175.233,0,0,0,0,0,0,0,0,3.84242,0,19.8211,0,0,34.4219,0,0,0
"Mettl21a",4,0,1,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,559.131,0,0,0,0,0,1.22178,1,2.26885,119.037,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mettl21b",3.64942,13.8832,38.3481,28.4032,6.09571,0,60.7637,53.8934,2.05297,52.2316,18.1539,0,1.21866,38.8975,5.66893,39.0006,50.5952,7.16347,2.60164,88.8177,19.7908,6.28212,37.8492,13.7349,27.4393,32.2923,12.6874,22.7569,14.8942,35.2688,2.96939,113.347,8.452,4.16928,27.2014,19.8986,34.0363,108.591,115.085,15.1803,36.6664,2.48145,37.6115,3.52113,105.268,36.7453,10.1587,71.5516,59.7106,23.4026,12.6328,115.636,56.4074,11.2636,14.0646,21.6164,16.3457
"Mettl21c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,36.8877,0,0,0,0,0,0,0,0
"Mettl21e",0,1.41114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42492,0,0,0,1.57209,0,0,0,0,0,0,1,0,0,0
"Mettl22",4.38986,0,0,0,247.4898,0,327.8126,257.6819,0,0,0,1,0,0,0,0,327.9999,0,0,0,0,0,24.0256,55.23278,30.999972,1,1,30.00004,0,0,1,3,239.0002,79,0,0,1,1,211.4108,1.999995,1,0,0,0,0,3.5889,1,11.56799,0,47.99997,246.61821,0,304.9999,121.00003,5,32.04599,0
"Mettl23",0,0,3.23406,176.201,35.8791,1,25.513,60.4194,0,0,39,0,0,0,0,0,15.0433,22,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6.61165,23.90257,0,0,2.5656000577151,366.047,15.2477,10.1498,0.999982,0,1,0,0,0,74.34,0,131.102,24.7755,5.3437,1.21046,0,0,0,0,50.2888
"Mettl24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mettl25",0,1,0,0,0,0,113,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,3.39129,0,0,0,0,0,0,140,17,0,0,0,69,0,1,0,0,0,0,0,0,0,0
"Mettl26",1,0,0,10,3,0,186.0549,179.8068,0,0,0,1,26,1,1.000000394792,4,0,0,1,80.12463,1.999996,0,1,0,6.1763,0,0.79458,0,0,0,2,0,24.9577,40.99996,0.612619,0,0,0,158,1,0,2.999997,6.1734995,39.371818,0,0,5.61184,189.6264,0,57,33.4751,3.77979,148.372,67.9548,0,0,26.3151
"Mettl3",0,0,0,0,0,8.76124,57.333932,0,0,72.6649,0,0.668317,0,21.4931,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28886,0.84752,0,0,0,0,0,0,0,5.33408,0,0,6.89335,0,0,0,0,0.280643,0,1,0,101.696,0,149.344,0,29.51219,2.92299,0,5,19.410655
"Mettl4",0,1,0,34,0,0,1,216,173,6,1,1,611,25,0,1,1,17,3,0,0,0,0,141.964,238,0,0,0,0,0,0,0,0,0,375,0,0,318,0,53.9665,0,0,192,2,0,1,1,0,0,1,87,1,99,0,0,0,217
"Mettl5",0,1,0,0,74.6274,0,0,32.258,0,0,0,0,0,0,0,0,0,1.01467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.764,0,0,0,0,58.3098,47.1334,0,73.4195,0,0,223.105,1,1.38835,0
"Mettl6",0,0,1,7,32,1,14,3,0,485,26,1,0,2,1,0,2,426,1,0,1,0,0,400,60,0,0,20,1,0,0,3,203,53,302,0,0,1,0,196,77,52,115,52,2,45,0,39,5,0,0,0,0,242,0,67,5
"Mettl7a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,111.797,0,0,21,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0
"Mettl7a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mettl7a3",16.6163,6.52498,6.69365,31.3139,12.0301,0,10.1727,55.7266,13.4618,48.2757,11.1598,2.85865,5.64513,14.7614,58.5291,7.32881,14.508,30.608,1.17519,230.789,0,77.0909,43.8809,12.9176,19.4891,18.4485,58.1553,13.2057,16.5914,31.9325,4.84762,13.9122,18.636,35.3806,15.217,24.6592,11.7979,35.3526,4.8078,5.99926,4.25626,4.28898,9.32782,38.6535,24.2003,12.6534,9.4089,9.15823,5.39624,8.72455,13.1551,1.17025,14.6632,15.2814,17.3338,12.5041,1.2835
"Mettl7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mettl8",3.14699,1.1795,1,13.3074,1,2,0,1.09881,754,2,2.56542,2.58507,1,3.19052,14.7187,21.14,0,0,0,0,0,0,0,40.39303,11.2912,0,1.07617,16.8681,48.38377,0,1.00514,0,2.04379,0,15.3553,0,2.13962,0,30.906,5.92115,0,0,19,19.86874,0,0,0,30.8091,1.16429,4.43336,0,0,3.28587,157,182.20228,0,1.11203
"Mettl9",1,1,94,63,48,5,0,1,20,0,1,0,1,237,0,0,0,13,1,0,24,42,0,5,0,0,0,0,0,0,0,2,30,3,1,0,1,0,62,1,1,0,0,16,61,202,33,300,9,112,1,10,63,10,0,3,74
"Mex3a",0,1.01479,0,14.5487,4.39455,0,23.7389,6.51665,3.07373,0,537.844,0,29.0181,3.22105,1.00253,0,31.0136,2.88246,0,0,0,0,0,18.9137,43.0608,0,0.000372488,11.3117,0,0,1.13205,0,52.084,13.1137,1.15442,0,76.0985,45.5071,151.868,1.03668,3.21378,1.46963,2.92728,10.7226,0,2.21364,0,11.241,18.4638,27.5544,0,4.545,93.3331,147.766,0,3.00433,61.0009
"Mex3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,58,0,1,0,0
"Mex3c",6,0,0,0,0,0,0,59,0,8,1,22,1,0,33,0,0,0,0,0,13,10,4,0,261,0,0,2,1,0,13,23,22,288,0,0,7,0,0,1,0,0,0,37,1,0,20,280,109,0,6,0,21,0,0,19,54
"Mex3d",0,0,0,0,7.000002,0,5,0,0,0,0,1,0,8.000006,0,0,0,2,0,0,0,3.0000069,0,8.000003,18.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0
"Mfap1a",0,262.826,5.4861,0,279.456,0,0,18.5011,38.6925,7.26183,149.77,20.3113,323.645,422.755,12.0633,5.18181,21.9802,1265.81,0,23.8823,3.35507,0,6.92745,464.612,339.636,0,50.0354,442.062,3.01992,77.2509,1.58905,17.523,114.781,18.3638,609.43,0,1287.21,6.26158,471.482,56.226,2.24376,1.03807,31.5539,16.4662,3.06946,0,120.662,10.2314,4.22539,8.99443,113.009,0,22.1221,13.3187,145.032,4.20221,27.036
"Mfap1b",7,20.6719,45.653,176,206.381,78,242,35.3098,81.641,0,28.6329,0,1181.23,34.9123,0,0,1.46709,187.262,3,1.7684,0,1,0,33.8756,228.01,20,3.54135,196.82,5.07569,189.085,14.6037,39.0785,123.723,33.3193,159.176,2,111.778,1,333.99,39.9327,4.09053,2,0,11.5928,3.30482,7,110.286,39.9185,1.27635,73.3413,133.329,4,175.577,15.1264,374.453,1,104.048
"Mfap2",0,0,11,0,96,0,0,2,178,0,1,1,14,0,0,0,0,9,0,1,2,0,2,128,1,0,4,194.405,5,3,0,2442,206,34,371.01,3.30972,0,0,0,2,6,1,113,1209,871,2,1,120,10,1.89464,1,0,68,0,4,0,0
"Mfap3",1,0,0,0.9999998,0.9999996,0,0,91.99997,3.999997,2.00142,1027.6545,0,1.9999958,122.99966,0,0,1.999996,0,0,1.0013079,320.0001,0.9999998,0.9999998,170.00039,683.99950512,1.0006769,1.0000002,2.999998,1.999995,0,0,0,0,0,1.0000002,9.01422,3.00279,0,97,90.99998,43,8,26.2025184608,0.9999998,0,0.9999996,1.999999,169.0002,18.01215,0,1.000536,4.000005,6.001408,225.00045,49.99996,0,0.9999999
"Mfap3l",22.9987,0,0,0,3.01754,0,0,2.00556,0,0,0,0,0,0,12.5122,0,0,0,0,0,0,0,0,0,3.00668,1.78497,1.10856,0,0,15.0282,0,0,0,2.01398,13.0354,0,0,0,0.342488,0,0,0,0,0,0,0,1.00225,0,0,0,3.00052,0,0,0,0,0,0
"Mfap4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
