"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59"
"Grk4",2.81389,1.37602,2.55563,25.1907,1,20.9854,28.4356,0,1.60979,63.0857,1.53783,8.97288,107.57,94.5068,98.0209,49.2296,3.79155,58.4052,105.657,69.8106,13.9925,2.02777,26.7151,49.7613,27.5392,0,3.35665,39.8814,7.59724,50.4815,1.27469,13.2823,2.08159,21.4181,15.4349,199.796,2.19021,10.8171,40.9042,0,22.7051,61.0313,101.546,6.80529,9.79979,0,10.9092,13.6038,0,87.8992,48.6956,23.5279,7.36725,129.99,3.26361,2.57147,69.2089,0,16.4627
"Grk5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,200,0,1,1,1,0,3,0,136,0,0,0,0,0,0,0,0,0,0,2,0,0
"Grk6",0,1,1328,1,2,0,0,0,0,0,7,106.00001,6,0,1,0,0,30,0,2,30,0,0,0,0,0,5,1,1,17,8,7,0,0,5,0,0,0,1,0,1,0,4,1,0,0,172,0,0,0,3,0,0,0,2,0,450,3,0
"Grm1",0,0,0,0,0,11.1339,0,0,0,0,17.0885,0,8.04578,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00334,0,2,0,2.00281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00766,1.03178,0,3.18852,0,0,0,2.90025,0,0,1.20458,0,1.00188
"Grm2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grm3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Grm4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grm5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grm6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grm7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grm8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grn",0,8.9718,289.8941,413.608,103.754,731.453,28.6139,3.23153,8.88299,4.43321,3.60443,7.59673,1185.52,350.86,1.05589,28.6898,0.155303,178.1875,161.475,6.27796,23.74,1.53836,2.65006,5.96458,34.25143,17.8609,220.7282,0,56.134,46.41622,21.6163,303.5904,23.3967,66.7432,1,63.63375,0,12.2909,2.24465,1086.8211,0.630061,3.01402,9.47209,30.1283,26.0445,583,4.97673,1829.896,990.4969,5.3527,0,1.07912,711.011,3.40531,3.04865,0,9.95052,0,786.7879
"Grp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grpel1",0,0,2,5,0,209,439,0,0,153,525,866,151.326,2,270,1,2,22,20,731,0,693,2,16,166,5,6,33,0,154,37,28,1,258,3,2,23,254,1,1,8,3,0,1,22,44,8,1,0,0,0,33,2,767,1,53,644,2,735
"Grpel2",0,1,1,36,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,1,1,3,0,1,12,1,0,0,0,0,0,15,118,1,0,0,0,1,0,419,0,0,0,21,1,0,0,0,91,0,1,123,0,0,0,2,0
"Grpr",1.00145,0,13.001,0,0,0,0,0,1.00127,12.067,0,0.422774,1.00467,0,0,0,0,0,24.3655,0,13.5165,0,1.00146,0,0,0,0,0,0,1.00851,0,0,0,11.5575,0,0,0,0,0,0,0,0.678464,7.01468,0,0,0,0,2.00748,0,5.93891,0,0,0,3.06883,0,0,1.01628,0,0
"Grrp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grsf1",0,44.99995,0,0,0,0,46,2.000001,0,0,5,0,0,0,19,2,0,1,5,7,0,0,4,1,3,46,0,0,0,0,1,662,0,1,0,1,0,119.51,357,0,0,11,0,0,0,97.3091,63,1,0,0,0,3,0,0,0,28,0,0,0
"Grtp1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Grwd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grxcr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grxcr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsap",1,0,1,0,0,0,0,0,0,0,0,710,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,14,2,1,0,0,0,0,0,0,2,0,0,0,0,169,0,0
"Gsc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsdma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Gsdma2",0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,2
"Gsdma3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsdmc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsdmc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsdmc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsdmc4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsdmd",0,0,1,0,0,3,0,0,0,0,0,0,37,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gse1",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1.01651,0,13.83752,0,0,0,0,0,0,0,0,0,0,0,2,141.829,0,13,0,262.4356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"Gsg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsg1l",0,38.8999,0,0,0,0,1.00024,0,0,7.16375,0,0,11.5073,0,0,0,0,0,1.01554,5.4613,1,0,0,0,0,0,0,0,1.65578,0,0,0,0,1.01016,0,12.3952,0,0,0,2,0,4.9031,0,0,0,2.00755,0,0,0,0,0,0,63.84,0,1.0242,0,7.16522,0,0
"Gsg1l2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsg2",1,1,1199,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0
"Gsk3a",0,4.00000485,0,0,0,0,16.9999902,0,0,0,0,0,0,0,0,14,0,7.9999967,0.99999954,2.00000457,0,0,0,0,0,6.00000444,0,0,0,0,0,2.00000409,0,0,0,4.00000108,0,0,0,0,0,8.9999954,0,0,0,16.9999641,0,0,0,1.0000002,0,4.0000046,24.0000478,0,0.999999928,28,9.0000035,0,17.9999779
"Gsk3b",4309.86,1035.74,11.779,478.112,26.0025,1543.81,478.556,13.0195,1649.79,98.2633,59.4993,1227.49,737.248,17.3883,110.685,135.715,29.28541,2148.65,1581.953,1286.43,59.032,12.0007,916.29547,15.1574,147.616,353.925,1005.11,207.443,1180.41,1662.42,11.4276,1758.21,49.5064,2003.04,566.395,1013.93,22.0127,1816.19,16.1021,16.1714,2019.63,2826.41,209.599,1073.03,80.7505,1582.48,2156.48,268.18,6346.7,271.4675,1113.25,20.0321,41.01622,1539.11,44.6099,12.0048,1403.7236,52.0122,587.208
"Gskip",1,0,7,26,0,0,19,0,1,2,4,1,15,0,0,0,0,73,326,0,0,0,0,0,0,349,0,0,0,0,1,0,1,25,2,0,0,0,0,0,0,24,8,0,0,0,1,109,0,2,0,0,0,0,0,0,0,0,0
"Gsn",2.000002,11,11,4,6,1415,19,6,4,7.000004,20,52.99998,1252,4,383,289,1,2105,0,1321.9974,110,10,793,15,705,2098,1364.9955,192,2,19,1,1301.0046,35,59,0,126,1,14,168,116,698,9,0,86,25,30,1,1,1,18,2,16,0,3,0,3,2,1,186
"Gspt1",68.28363,2,83,0,7,0,6.43948,0,0,0,0,65,23.807665,0,8.50395,1,1,1,0,1,390.6034,10,1,2.32252,507.1589,89.3083,24.7495,12,59.0275,74.4003,20,63,2.489136,66.6163,0,0,1,122.54,4,0,24,86.632,0,0,1,0,19.81994,141.99201,0,0,0,0,0,0,0,4,1,1,0
"Gspt2",0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Gsr",0,0,1,0,0,0,1,0,0,0,0,76,0,0,0,0,0,0,0,24,3,0,40,1,0,0,0,0,0,0,0,0,1,0,197,0,0,20,204,1,0,1,0,0,4,0,17,0,0,0,0,0,1,0,2,0,1,50,87
"Gss",0,0,0,0,1,0,0,0,0,0,0,10.4216,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.27111
"Gsta1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsta2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsta3",0,0,1.00933,0,0,0,0,0,0,0,0,0,4.32733,0,0,23.0024,0,0,0,4,0,0,0,0,17.8239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00011,0,0,0,0,0,0,0,0,0,0,0,0
"Gsta4",0,158,0,0,0,0,0,0,478,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,93,0,0
"Gstcd",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,200,0,0,0,80,0,0,0,0,0,85,0,0,0,0,0,0,32,0,0,0,0,0,0,17,0,0,0,0,0
"Gstk1",0,0,0,0,0,0,1,0,158,0,0,0,0,0,1,0,0,1,0,1,530,0,88,1,1,0,0,0,0,0,2,33,0,0,0,0,11,2,0,0,0,0,0,0,0,0,2,0,0,1,0,7,0,217,0,50,0,0,206
"Gstm1",3,5,100,2,1,2960.52,110.5924,2.000001,2.999998,7.999999,188.96118,64.9037,1102.94,11.0000000120228,0,35.0514,1,75.3778,4,1574.83,1.00149,10.1652,6,510.974,545.903,1045.07,976.353,40.00003,1,596.992,3,1251.53,1112.61,5151.23,622.1,1636.274,1,674.291,4,5,547.323,331.937,9,2,1,1070.45,0,456.953,3.0213,2212.95,1,5.03612,3,3,5.999999,244.92842,498.993,1,478.045
"Gstm2",8.999999,8,0,8,5.000001,1705.33,399.40747,2,5,5,3.03849,5.09627,599.062,9,2,1062.95,3.74021,887.915,1,1597.17228,531.141,5.83477,4,11.0261,1827,1289.79,114.647,9,2,230.758,6,984.472,1765.33,1811.95,143.9,782.72463,28,292.709,0,4,877.67673,159,1,2065,2,2336.26,358,18.0474,2453.52975,8.46141,604.952,107.964,3,2,4,5,1.00672,3,345.695
"Gstm3",0,0,0,0,0,1.04714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05019,0,0,0,0,0,0,1.06275,5.20067,0,0,0,0,0,0,0,1.06257,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07161,0,0,0
"Gstm4",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.00154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,390.4527,0,1.00175,0,0,0,0,0,1,0,0,0,0,0,0,1.0024,0,0,0,0,0,1,0,0,1,165.2605
"Gstm5",76,3,0,1,0,447,98,0,0,0,0,0,1,3,0,0,0,0,0,0,45,0,1,0,55,172,0,462,0,419,0,424.363,0,0,1,5.999999,0,5,0,3,0,1,0,22,0,1,270,23,4,42,0,2,20.99998,0,19,16.00004,0,1,52
"Gstm6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gstm7",0,1.01856,0.941315,0,0,0,21,0,0,0,0,0,0,0,91,0,0,11.6886,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1.02074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00556,34.7033,0,0,0,0,0
"Gsto1",0,323.364,1,0,0,0,0,0,0,0,5,0,0,0,2.45871,0,0,3,4,1,203,0,0,4,0,0,0,158.128,0,0,0,0,0,0,475,0,1,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,2.43961,125,0,9.99113
"Gsto2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,2,0,0,0
"Gstp1",1,179.384,391.629,0,37,42,209.918,15,0,1008.48,0,85.5,38.5,0,10.5,1,0,331.5,29,473.643,140,1.5,5.1751,23,23,197,10,289,235.701,109.5,71.5,155.5,0,121.924,221.5,23.5,4.5,207,0,1.5,15.5,59,147.5,1,6,340.219,279.681,0,0,236,301,1.5,81.5,0.5,0,94,21.5,433,159.249
"Gstp2",0,1.6156,0.871337,0,0,0,118.582,0,0,1.76406,0,0,0,0,0,0,0,0,0,0.856738,0,0,4.3249,3.06381e-08,0,0,0,0,0,0,0,0,0,7.57637,0,0,0,0,0,0,0,0,0,0,0,0,3.31914,0,0,0,0,0,0,0,0,0,0,0,0
"Gstp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gstt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gstt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"Gstt3",0,2.088,0,0.0270041,0,0,2.58587,0,0,0,0,24.8202,1.29267,0,0,0,0,2.87026,38.3911,0,4.01526,0,0,0,0,0,0,0.694914,0,2.07785,0,0,0,67.1337,0,0,0,19.4967,0.895765,0,0,26.8831,0,9.25217,0,0,0,0,0,2.39946,3.84521,1.0107,16.5695,5.77433,0,0,14.0428,0,9.78519
"Gstt4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gstz1",2236,73,0,18,1,0,34,0,3,2,0,625,709.345,0,74,34,18,0,0,1,4,1,0,0,5,560.538,0,42,0,0,0,0,1,8,0,0,33,1,0,2,9,1,0,0,0,0,1,0,7,1,1,164,8,0,11,2,58,4,0
"Gsx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gsx2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gtdc1",0,25.9441,9.44278,10.3315,20.98405,1.59504,12.498,0,7.21686,4.46288,0,49.558052,28.5125,0,0,25.94919,5.46555,52.9928,0,22.33075,0,0,9.34129,2.41818,21.4998,0,275.0583,53.29964,1.03535,142.3216,1,10.5454,3.05961,28.53199697,0,4.27604,0,19.26704,0,1.06152,26.28781,154.69633,7.21687,1.81218,0,17.7451,16.97977,4.56416,25.2571,34.4676,10.52642,0,1.88713,6.53754,4.55523,16.2997,30.58074,1.32255,1.67626
"Gtf2a1",29.199,23.562,16.9718,23.7728,19.9662,14.3938,722.485,12.9715,20.4935,11.4842,19.1397,1344.7,252.335,20.5796,41.88859,12.4958,43.5405,43.5217,1009.94,31.4172,33.4288,18.1715,13.6101,9.79312,245.816,15.1373,7.13259,21.1821,23.7171,154.228,33.4541,14.162,25.2045,35.6965,22.1537,78.7091,21.0351,607.905,17.8588,25.5069,1725.97,1529.96,725.986,17.5595,10.4696,11.8538,19.549,21.7607,16.0454,494.35,12.0006,21.0396,31.2845,123.5971,22.7096,10,806.953,23.9281,617.928
"Gtf2a1l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
"Gtf2a2",0,148,0,95,1,279,119.40116,0,32.6548,4,74,0,35.1461,132.9999337,671.9997,0,0,701.9246,93.0000111368,14.9817,330,1,105,0,101.13950115235,342,18,20.7446000804647,43.9514,6.75983e-08,0,488.73,1,89.66311,1,11.8979,0,218.2209,1812.42,0,9.14526,268.13636,0,2,0,101,79.051584,0,1479.84,261.952,12,2,3,2,0,58.1571,77.0826,0,873.000140625
"Gtf2b",0,254,2,3,0,1,40,0,0,5,1,0,0,1,135,1,1,212,648,6,77,230,0,76,17,2,8,68,1,43,0,0,3,74,0,1126,0,1,1,14,291,0,606,2,0,528,1,0,1,499,1,1,1,0,0,209,1,1,43
"Gtf2e1",179,15.8429,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
"Gtf2e2",0,766.198,0,0,0,0,31,0,1.27121,1,0,519,92.9722,0,1,259.237,0,2,0,0,0,0,0,0,28,1,2,0,1,83.932,0,325,0,51.9861,696.227,1,0,26.0000410239,1,7,0,12.7841,0,0,0,28.00002,27.000002,0,0,1,1,1,0,0,0,0,95.8434,1,46.4051
"Gtf2f1",2,2,0,0,0,4,10,3,2,0,0,17,30,0,35,0,2,0,1,0,0,0,1,0,5,43,0,5,0,21,1,32,1138,10,0,32,0,0,1,0,3,0,0,0,0,0,2,0,1101,1,29,0,3,5,1,132,0,1,0
"Gtf2f2",94,1,0,1,0,4,1,0,0,2,0,0,66,1,0,0,1,14,35,0,20,0,0,0,1,3,0,0,0,9,0,21,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7,0,11,167,0,2,0
"Gtf2h1",0,1.98603,0,0,0,0,122,0,0,0,0,0,0,0,1,0,0,2.54679,0,80,0,0,0,10,16.99998,333.5649,93,0,0,9,0,1,0,0,0,15.7838,0,12,0,0,34.611,4,0,0,1,0,0,1,116,0,0,0,0,0,0,70,0,0,0
"Gtf2h2",0,0,0,0,0,3,2.492955713,1,0,0,0,0,0,0,0,1,0,2,0,6.03054,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.388,0,0,0,0,3.84947e-08,0,0,0,1,0,4
"Gtf2h3",0,5.00198,173.702,0,3.7276,0,0,0,82.3941,0,3,0,0,0,0,0,0,8.99787,0,4.26139,1298.79,0,3,0,7,0,1,0,0,0,0,0,0,27,0,0,0,0,1,0,0,11,7,0,0,0,0,386.904,0,3.02796,1,0,0,24.1802,0,0,0,0,0
"Gtf2h4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gtf2h5",132,841,212.0003,0,2,21.00001,107,1,2,71.00005,0,94,3,958,231.3195,46.00004,1,2,3,35,308,10,26.89803,0,83,29.00001,1,73.7614,44,121.1202,1.999995,32.62108,1,41.00001,12,30,0,46,0,0,1,116,34,2,0,138,154.0004,0,27.00002,19,77,495,1,1,0,2,6.72092,2,220.9995
"Gtf2i",4.038910026532,0,1.0000000535664,0.72612,22.0149323682,115.8720110666,0,1,19.1997100351484,4.891970310065,0,232.264,27.018030513641,4.000000250979,0,0,0,3.9937900267154,1,23.9723000107169,1,0,0,2.000000295433,0,0.739745,0,38.8162,43.00000786117,4,0,0,36.6817,58.2628000658995,0,53.0464000136567,3.1403,94.3613174561594,0,0,2.0000000386187,11.9940002107953,37.00000941284,2.95222,0,0,0,18.00000018666,0,0,0,0,1,15.17664,0,4.0387,43.29172294039,0,0
"Gtf2ird1",29.1333,1,0,0,0,0,4.9999959,16.000024,0,0,0,0,0,0,0,0,0,0,0,12.8767492,0,0,0,0,0,0,35.0000419,5.9999951,1.9999978,1.9999989,0,21.99999,1.00000017,0,0,2.9999963,0,1.99999815,0,1.00000023,0,12,0,0,0,0,0,0,31.999972,0,0,0,0,0,0,34,4.0000008,0,0
"Gtf2ird2",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80.9878,0,0
"Gtf3a",2.24796,0,119.44,0,0,78,0,0,0,0,0,0,0,0,0,0,2,13.574,0,0,0,0,0,0,0,4.80339,0,0,0,6.26115,0,0,780.961,2.68159,0,0,2.54714,33.933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"Gtf3c1",25,0,0,3,0,0,6,1,0,14,34,56,0,0,154,0,0,0,0,3,0,0,0,9,301,2,0,167,0,2,1,128,2,1,0,833,0,107,3,5,1,46,4,2,0,65,3,29,5,48,2,5,20,0,17,134,114,5,71
"Gtf3c2",3,4,0,4,11,14,7.07219,7.15613,0,28.4791,1.20544,286.62,2.38905,10,11,0,1,28.1461,1,6,3,406,5,3,0,327,4.75554,8,5,12,16,245,14,0,1.19812,5,6,14.0179,12,3,0,622.459,0,11,23,0,28.1751,177,0,7.19753,0,0,0,0,0,0,177.898,0,282.658
"Gtf3c3",1,543,1064,5,8,3,2,2,9.7227,1,4,0,157,8,0,720,1,1544,2,6,4.07386,1,2,18,352,103,1.05575,7,3282.23,2,3,125,2,5.00175,1275,117,6,220,3,1,0,62.0986,63,2,3,3,1.04876,4.90594,0,7,3,0,8.24888,1.12834,2,1,25,0,254.594
"Gtf3c4",0,0,0,0,0,0,0,1,0,0,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
