"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47"
"Mfsd7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mfsd7c",0,2,0,0,0,0,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Mfsd8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mfsd9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mga",22.5878,251.858,28.9268,4.87784,50.7639000759717,1.13153,743.886,502.224000014063,9.4725800116214,3.41774,1.29582,8.654562555417,26.5509,5.5017,33.3291000439921,111.54100006299,1.62025,149.211,324.3593,27.9113,30.1510000185232,262.545,0,27.4923,305.376,293.37302,4.23582,309.474000043893,505.095000070741,13.6712,127.09588,6.28618,19.2190200126485,88.8432,282.821,30.9337000224661,585.008,359.830000170862,23.71573,46.229,124.1115,8.37118,118.08126,1061.19500002923,20.7399000209617,563.701,86.1858
"Mgam",0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mgarp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99999868437,0,0,0
"Mgat1",123.051259,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,1.999997,0,0,0,80,1,811,1,0,1,3,0,0,0,28,0,42,3,0,1,0,1,49,0,0,0
"Mgat2",78,0,91,0,260,0,0,29,21,0,0,4,17,10,3,0,0,39,11,51,19,7,0,4,5,307,17,2,0,4,1,0,0,5,97,0,0,16,75,0,3,83,0,44,1,43,57
"Mgat3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Mgat4a",1,419,1,0,0,2,1,0,1,1,0,1,0,0,0,259.99973,1,0,1,61.999979439,20,0,0,0,2,0,0,194.0001,31.32524118998,20,0,0,2,0,23,0,15.41877,0,0,1,164.99996,0,0,9,0,1,1
"Mgat4b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64309,0,1,0,0,0,0,0,0,0,0,0,19,3.20025,0,133.671,0,0,0
"Mgat4c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Mgat4d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mgat4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mgat5",3.00083,33.6529,4.03706,0,3.13538,6.44501,30.0547,0,2.0028,16.39052,0,19.0083,0,5,74.0131,3.09391,1931.73,0,18.0093,1,1.01901,5.00391,3.00033,9.59606,11.0174,23.015,1,303.0494,2.44785,1.00261,0,10.0062,10.0252,5.00262,103.208,6.17574,9.17246,1.0509,261.121,2.00287,0,73.0479,3,4.00156,0,2.56753,0
"Mgat5b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Mgea5",197,135,6,681,37,18,25,2,67,30,4,413,576,11,44,471,6,1,52,1182,194,137,60,118,17,315,6,216,56,2,47,381,158,9,16,910,327,153,175,797,98,42,538,625,190,171,2
"Mgl2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.10061,0,0,0,0,12.3481,0,0,6.41293,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92289,8.39029,2.41731,0,0,0,0,0,0,0
"Mgll",3.000003,9,1.999995,907,0,2.000001,1,33,0,6.1958,1,3,1,1,6,2116.005,4,6,24,75,2.999997,357.0004,0,33.51515,31,5,1,1,7.17683,2.16335,6,1,480,96,3,2,4,262.9997,517.9995,4,426,139,0,41,2.000004,127.0000128768,2
"Mgme1",8.09034,0,0,1,0,4,24,0,0,0,18,0,0,0,125.929,0,0,0,0,0,324.237,4,1,2,1,8,1,1.01842,0,0,1,3,2,0,15.00001,0,9,0,0,25,3,0,1,0,6,25,7.09634
"Mgmt",0,0,0,0,0,0,0,0,0,0,465,1,0,1,0,0,0,1,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,349,25
"Mgp",781,2,3132,2023,6,15,709,5,935,3,3,4,63,1415,512,2,1,336,36,4,1816,332,3,1,3,154,21,6,870,6,441,9,28,6,19,12,1167,1824,5,4,216,11,882,2131,9,627,102
"Mgrn1",2,988,1.999997,202.999816762,1,0,1891.004,2.999999,3.000004,1,1,17.00004,1,2.000002,7,23.00002,6,273,45,1,117.000000511891,5,53,886,9,9,15,824,127,29.99997,50,2.999999,929,1,128,1,117,17,7,26.00003,210.0005,93,0,374,461,1,180.9997
"Mgst1",0,0,222,1,0,0,48,0,0,0,0,0,0,0,225.9995,203.9997,0,691.999547,1,0,25.99995,29,0,0,0,1,0,0,91.99999,0,0,0,2,1,0,0,57,0,25,0,38,6,757.00011,0,0,44.000012,1
"Mgst2",0,0,0,163.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8753
"Mgst3",2,35,3,2,1124,393,2,422,367,4,1,0,2,5,230,1,1,6,133,4,510,148,2,764,941,921,1,11,332,392,1,3,18,691,904,479,167,308,148,438,14,160,13,197,337,164,502
"Mia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mia2",13.2496,2.78837,7.16019,1.40168,2,1.88521,0,13.56273,193.1414,19.66934,0,98.0409,29.506953,48.5568,3.10974,117.189694,14.2117,2.68105,6.82628,2.267496,19.1801,7.93966,0,4.72526,71.1968,4.787183,1.49475,84.43746,13.436705,0,0,0,25.2288,10.978276,10.1032,89.1167,4.43102,25.77407,5.31556,294.5952,7.04044,143.91133901,0,22,3.93491,4.13363,18.3752
"Mia3",3,2,19,0,1169.0001,7,1520.89882,2,23,1,191,280.0002,121,3,400.9993,146,0,890.9665,20,5,120,83.6359,1,3,227,3,2,4,32,2,80,17,49,3.000001,38,1,11.0000014,384.69227,62,78.000036,527,2,0,486,51,47.17046,2
"Mib1",0,344.371,2.042538,104.043,46.00056,8.00023,258.142,8.25213,27.05224,1,240.56,139.097,90.04,1673.136,199.0189,10.00336,4.01843,2.000283,7.0078,390.075,189.392,134.26833,1.00004,493.6475,65.0028,373.4834,13.0005,49.004,310.0191,19.25318,9.00221,13.00236,91.2651,1,193.553,122.2369,162.9636,13.0075,11.00223,31.1744,158.0687,3.24892,138.063,29.105,27.0206,43.02484,27.06562
"Mib2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mical1",333.13110126388,2.28827,1,0,0,1.15005,2,0,61.00005,187.037,0,1.40062,1,0,0,2,0,345.9327799,79.5388,1,1,67,0,0,1,0,0,0,0,1.19987,0,8.12741,1.14779,2,77.4628,405.000000011365,0,1,2.01483,1,3,4,0,0,157.376,6.81257,0
"Mical2",170.25791,93.407,2666.89754,1.35471,85.86688,2.94955,47.7774,28.83416,6.602593,73.67,1,667.0324,424.6763,14.26283,1316.5034,37.18559,50.38795,3268.366,264.1163,12.0365,200.8631,3.00496,195.0004,71.84085,137.8174,479.765,10.92288,1,1.08437,181.85744,4.000001,275.68999,180.20219,350.3473,610.2537,162.699,6.29365,279.23,441.4373,20.1482,48.53457,384.425,22.64392,147.329,245.6775,3.43611,15
"Mical3",0,8,0,0,120,0,0,0,0,0,0,0,0,0,0,20,0,1.00648,0,0,0,0,0,0,0,76,0,1,48,0,0,0,0,0,0,15,56,9,0,0,0,100,0,18,23,9,0
"Micalcl",0,0,0,0,0,0,0,50.7963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93093,0
"Micall1",5.61663,2.00086,0,276.138,70.9783,127.011,0,295.268,43.3231,0,0,0,0,0,79.6466,13.0227,20.17,0,59.9713,1.00221,1.00052,10.0045,502.933,86.2919,170.158,49.0196,12.0007,1.01143,0,4.00305,0,8.00429,40.1001,0,166.206,150.999,5.58564,20.0279,1.00013,29.0735,29.145,116.299,16.0023,7.81209,44.8172,0,0
"Micall2",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,51,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micu1",365,2,1,2.999997,0,0,1.829251,4,0,0,677,0,21.483857,0,1,61.63613,1,624.999605688,34,0,1,0,2.53845,3,389.99960402675,3,1.999998,0,49.2089000534846,3,0,5,1,19.00001,53.08998,0,0,0.675802,204.0001,2.000004,16.0000000788188,0,0,90.7279000847596,0,22.5729900177861,0
"Micu2",185,0,0,462,6,0,207,13,0,0,0,7,0,1,149,2,0,91,0,0,12,1,26,31,6,25,1,0,0,141,0,1,3,0,0,0,14,4,94,0,4,27,0,94,0,0,5
"Micu3",278,3,80,2,3,2,328,68,434,5,8,774,378,406,83,1,10,369,1,3,9,13,0,112,296,379,0,2,3,3,1,1,1,4,722,3,7,1603,1,393,20,369,4,518,33,133,6
"Mid1",264,1,0,0,0,0,61,0,0,0,13,0,0,3,14,1,0,0,25,0,0,40.35825,0,21,0,0,2,0,0,0,1,0,0,0,15,0,2.34284,0,445,0,9,0,0,1,0,34.932,0
"Mid1ip1",56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.99996,13.00003,0,1.999999,48.00003,0,0,0,0,0,26.99997,131.0003,0,0,0,0,0,0,1,0,0,0,0,9,74,0,1,116,0,0
"Mid2",0,0,1,0,0,0,0,0,0,0,1,90,339,1,0,85,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,26,99,0,143,353,1,0,0,11,0,0,418,95.00001,0,55
"Midn",14,333.9996,52,0,11,3,50,68,206.9997,0,0,6,1,6,96,286,4,5,48,49,154.9997,7,6,1,2,70,2,2,38,27,3,6,116,70,96,68,65,68,4,85,72,178,1,52,58,34,6
"Mief1",17,6,189,0,1,0,35,3.000004,0,1,0,234,0,2,72,1,1,3,0,0,0,3,8,0,105.80545,26,0,7,178,2,0,3,16.5865,3,16.0502,1,0,0,3,0,32.99996,2,0,170,1,62,0
"Mief2",1.05238,0,1,0,1.02915,1,1.04397,341,237,0,0,0,1,2.12118,0,1.01164,0,6.25408,0,0,205.389,0,1,0,0,0,0,1.09284,119,0,1,1,0,2,2.09494,0,0,85.4619,298,699,0,0,6,37.9924,641.991,1,2.09259
"Mien1",1,1,22,1,5,11,21,160,1,3,1,182,1,492,326,1,0,270,0,3,4,1,2,3,83,9,1,59,286,156,0,17,5,48,225,55,145,28,450,268,2,123,1,50,14,5,1
"Mier1",53.7701,531.0000252142,4.85338,0.99999979135,434.00074413,19.0000302827,619.19680482,372.256,51.0000995059,102.657,49.000072839,187.999874801,1417.59655052628,0.99999977971,462.97322142607,643.00027858,15.9999679503,3.10494,0,0,1.00000072353,780.8381,3.14254,107.000000732175,21.66967,437.000000048437,0,23.9999718093,109.000006536,264.999824577,34.0000241406,15.9999791887,8.0000050711,14.412845,16.3078252602,392.9498,692.99990601,282.7469,181.2228,101.37973,425.99980555584,55.74783023249,0,24.1573,20.000021211,421.42401525,5.9999939797
"Mier2",1,2,24.99995,0,0,0,0,52.5233,313.0001,0,0,0,0,0,42.9737,0,0,0,0,0,0,4,33.38003,0,0,0,0,0,0,0,29.98004,0,0,2,0,0,0,0,50.9896,0,0,2,0,0,0,0,1395.996
"Mier3",10,1,564.091,25.0722,82.2816,3,511.157000258242,1,1220.21,6,433.70700009657,239.984000050235,89.3156,1536.73000001348,19.7670000203395,6.45488,0,0,478.96100001613,952,259.86500002345,186.004000256743,5,44.9658,0,448.424,2,1,444.452,5,2,4,0,0,285.0541,4,159.229,319.021000101852,14,330,340.058,1.14871e-07,0,83.4376,21.0971,3.19758,338.062000010515
"Mif",2631.61,200.93,990.515,488,686.701,138,2601.67,4825.91,953.671,8,59,1015,959.42,558.927,3818.38,46,18,952.9,666,872.577,603.958,436.901,2110.84,1300.91,2366.24,1496.71,181.956,1401.63,1121.55,2554.37,239,3937.4,1033.95,2922.57,1814.35,4258.41,1059,1014.91,1469.93,1760.93,68.9117,1317.72,798.892,2345.45,1444.7,297,1895.27
"Mif4gd",44.615,0,0,0,0,0,0,0,0,0,0,0,0,2.52634,0,0,0,0,1.700160341039,0,0,0,0,0,172.302,0,2,132.98,0,0,0,0,0,0,599.082,0,0,101.012447,0,0,0,0,0,0,0,302.974,187.956
"Miga1",0,1,0,3,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,269,151,1,2,1,0,0,34,0,0,0,26,0,0,0,0,0,0,100,5,0,0,0,1
"Miga2",0,66,0,820,0,0,0,0,0,0,1,4,0,0,3,1,0,0,2,0,13,0,0,0,0,0,1,0,0,0,0,0,29,0,30,0,0,4,14,0,0,0,0,0,0,8,0
"Miip",0,0,160.795,0,0,0,0,0,12.1335,0,154.519,0,12.1287,0,2.00505,0,0,0,0,0,95.38217,4.13177,0,12.4632,0,9.46182,0,0,0,0,0,0,0,0,14.4468,488.9999,0,0,3.02624,0,0,0,0,1,0,1.00149,30.86196
"Mill1",0,21.9483,0,1.00293,0,0,0,0,0,0,0,3.30967,0,0,0,0,0,0,0,0,0,0,0,0,1.00475,0,0,0,0,0,0,0,0,0,23.0452,0,5.93587,0,0,0,0,0,0,2.0027,0,0,0
"Mill2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Milr1",16.37562,2708.31395,5.00909,2.0019,8.01051,10,41.55586,2.00453,6.02105,4.00631,1.00196,33.0161,5.00629,4.00842,4.03208,248.01724,2.01459,2.00028,31.6441,275.6329,22.64992,12.1144,2,1,3,8.40484,5.00956,1003.225,6.00889,32.017664,1.60572,9,4.002958,2,2.97308,3.5816,8.01084,70.9804,4.38579,3.0078,34.62117,3.00465,0,16.705282,1.00137,45.3091,7.01521
"Mina",420.60436,18,2.00077,2.00007,4.60384,1.00067,1.00003,16.78739,1.60215,0.0874588,3.25636,368.791,2.00054,3.00017,216.32437,4.00042,0,152.514,12.89469,2.70798,15.0276,6.93975,0.0742259,227.81197,2.01534,67.2023,3,2.1336,1.10347,4.00011,2.83084,3.00005,5.09231,1,702,4.00437,4.00083,3.05225,178.97987,9.00037,9.25167,13.0393,6,660.16912,31.09504,3.00504,140.8554
"Mink1",0,36,21,2,1,0,0,0,20,1,1,1,0,0,4,0,1,0,0,0,14,0,0,0,0,0,1,1,0,0,0,0,5,0,0,7,11,0,0,0,3,111,210,51,1,0,0
"Minos1",170.152,44.2187,199.383,305.958,508.949,4.59655,237.406,598.233,245.474,2.55193,146.943,218.376,75.3842,46.4849,246.016,15.9302,1.16736,22.6094,321.064,383.73,389.983,219.293,374.62,517.228,887.725,428.851,355.372,81.1571,102.255,541.895,2.27697,721.865,105.577,540.191,283.644,499.811,264.141,227.08,429.569,310.96,147.275,214.158,93.1206,142.082,479.198,19.5886,668.932
"Minpp1",13,0,504,2,9,0,190,1,0,0,0,0,0,0,5,273,0,19,0,32,0,25,13,0,15,1,0,0,0,10,809,2,0,0,0,37,0,3,0,7,5,8,0,0,1,0,1
"Mios",0,0,0,0,40,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Miox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0
"Mipep",0,0,0,0,0,0,1,40,1,4,0,0,0,106,6,0,0,0,3,0,97,0,1,0,1,174,0,0,0,211,0,0,0,0,92,2,0,1,0,0,11,0,1,12,1,232,885
"Mipol1",0,1,0,0,0,0,0,133.811,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117.926,0,0,0,0,1,0,0,0,0,0,0,1.02137,0,0,0,0,0,0,0,0,26,0
"Mis12",30.1471,0,2.9999998,1.0000000267963,4,23,314.2512,427.042,0,0,1,0,0,1,22,0,0,137,0,4,0,121,12,7,3,14,1,0,689,2.170338,11,35,14,8,247.00009,0,0,6,1117.0032,4,1.999996,0,60.00004,0,0,14,21
"Mis18a",0,0,0,0,1,0,62,28,0,0,0,35,0,0,64,70,0,1,37,16,37,198,0,7,29,0,0,0,0,0,0,0,1,1,64,0,0,34,26,49,0,0,0,0,0,27,0
"Mis18bp1",0,2.03747,0,0,0,0,336.733,0,17.9334,1,0,0,0,0,107.136,0,1,0,0,0,35.0546,0,0,3,0,0,6.54628,2.3065,0,0,0,0,0,1,1,2,0,373.858,72.5402,1156,0,1,0,0,0,290.448,2
"Misp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mitd1",0,0,0,0,0,0,0,0,0,0,94,167,0,0,256.372,0,0,0,0,0,12.6191,182.18,0,0,0,0,0,0,47.00004,5,0,0,0,0,70.27952,0,0,2.09346,0,0,0,0,6,3,0,10,0
"Mitf",4,19.5172,2,0,3,1.999997,1,951.96508,1,2,1,0,2,0,0,2,1,358,13.00001,0,23,1,424,888,164.5324,101,3,0,624.00024,71,0,197,24,1,42,93,630.99996,1,3,45,43,449,0,185.867,558.0001,1,1
"Mixl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mki67",6,20,1,444,5,3,2847,8,2,4,1,2,1,7,853,2,2,1,11,2428,970,334,13,6,431,1,25,3,2,16,7,1,2,0,2,5,0,817,3726,2593,52,44,1,2,1,3742,2150
"Mkks",1,1,0,736,1,1,1,179,1,14,2,1,0,2,139.9996,267,6,1.999995,22.99997,2.000004,74,193.5431,0,2.000001,76,240.0004,3,195.9575,74.99999,74,3,607,0,2.000003,147,926,30,149.9996,9,341.531,24,508.000400022497,242.0004,11,144,56.5257,305.9999
"Mkl1",0,12.8973,0,0,0,0,0,1,7.0000000224107,0,0,223.676,0,134.00000119806,1.0000000539221,0,0,6.00000158,0,0,0,0,62.99998175147,0.9999997746,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4064,0,0,1.0000000614694,0,0,0,6.000000250162,0,0
"Mkl2",7.67222,13.54366,8.40174,1.07931,3.22492,23.6247,17.7063,470.726,349.898,21.336,1.40297,6.39441,2.85609,0,237.455,811.708409,2,4.183385,15.8019,257.225,17.7983,85.2528,5.40214,30.3729,5.55415,542.3171,2.4658,522.722,318.038,7.32645,1.16231,26.8049,14.5148,69.21159,555.516,93.8595,291.43,41.99431,27.188,44.4257,12.8829,10.6916,0,11.4587,48.563439,315.629,1.25307
"Mkln1",38.3763,63.4683,16.7124,32.3166,46.9396,16.1036,19.5676,48.7858,53.4685,2680.79,19.8861,21.3089,163.316,37.9659,42.6648,37.417,67.5203,49.0381,33.99964,16.1892,233.427,63.3709,15.9985,38.9598,22.4589,78.7887,10.2859,50.8387,18.7768,79.2678,14.052,43.92883,83.1606,78.0551,39.8042,12.5832,488.825,66.1622,688.5609,27.1586,65.9881,57.7192,35.8563,337.22,24.7644,187.45,89.1882
"Mknk1",48.999973,0,0,0,0,0,0,0,0,0,0,69.99987,0,0,0,27.39444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.99992,0,0,0,0,0,0
"Mknk2",380,418,776,366,0,0,13,552,1070,1,0,459,482,2,715,607,2,276,86,130,77,224,93,21,111,14,1,139,1,7,34,106,0,1,204,209,16,334,181,25,101,31,3,91,251,516,0
"Mkrn1",0,0,0,0,0,0,336.336000226627,0,0,0,697.00000207838,0,112,1,0,12.0000000359366,0,0,2,0,0,0,7,19,0,89,0,0,0,0,0,0,0,31.2044800669296,0,0,0,0,0,0,15.000000130617,0,0,10,0,1,0
"Mkrn2",29.964,0,0,0,3.04368,0,12,1.10133,0,0,0,0,22.3908,1,43,84,43.0456,99.2812,0,4,401.593,1.13972,0,77.3735,0,4,0,179,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994561,0,339,0
"Mkrn2os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mkrn3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mks1",0,0,0,0,0,3,0,0,1,0,1,0,0,6,0,0,0,0,0,3,7,1,0,0,1,2,0,3,0,0,0,10,3,0,0,5,0,0,0,3,1,3,0,0,0,0,3
"Mkx",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mlana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,1,1,0,0,0,0,0,0,0,0
"Mlc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mlec",414.809,0,0.537234,0.171614,120.903,0.660554,41.1947,52.4119,0.142859,0,305.433,259.763,0.0424013,2.0929e-06,0.352731,1.00113,0.176648,293.816,4.10291,1.25898,6.96172e-05,3.08005,0,76.1038,44.5808,4.80052,0.518413,1.73501,1.73163,0.328165,26.0542,0.176718,162.333,0.164445,0,1.12722,0,1.12953,0.17902,0.172348,0,0,0,51.9642,245.903,2.36249,100.036
"Mlf1",8,96,3.000004,4269.2051,1006,93.0000000143092,535.9999,3084.28,0,5,1.81079,1.79332,5,0,51,1.809961,1.847456,5.000004,244.0002,0,1988.315,186.825,859.000000073057,310.0004,551,129,22,1.783342,143.8503,2613.75,6,379,639,2127,509.9998,567,751.981,304,5.45458,621,54.000000696631,131.0001,7,547,1339,207.0003,919
"Mlf2",780,810,1032,211.000000068459,105,32.00000414039,881,138,372,11.00000350603,10.00000112954,425,14.000000952401,106,530,145.0000149864,8.00000222911,310,2.000000134659,7.000000321959,353,18.00000805177,72.0000433344,143,286,1009.9997,7.00000159638,175,104,449.9996,8.000000101453,4.00000139741,72.0000133572,235.99955,97,579,363,201,119,186,60,600,310,248,374,260.9999,1087
"Mlh1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mlh3",0,16.61672,0,1,2.000002,0,1,5,1.51427,3.00781,1,840.999966,1.042767,1,11,4.13918,3,0,4.19187,239,1,7.29933,0,1,2.028826,0,0,9.94104,1.000081,1,13,183.9999,0,0,114,7,323,2.28329,0,0,3.39677,90.9586,0,178.9995,2,5.36143,1
"Mlip",3,10,1,608.522,7.11484,0,0,219.99963,0,1,0,0,2,1,0,3.19631,1,0,42.36893,1,30.96826,133.00007,3,304.000400145952,843.00029,265.0003,5,1,71,20.54843,2,1780.99981,1,81,86.425,150.88593,329.00041,0,1.999999,931.176,95.1975,737.50993,0,533.50258,55.98092,0,2
"Mlkl",0,0,0,0,0,0,0,0,1,1,0,0,0,0,475.00034,0,0,58.999973,1.00000013859,273,0,0,2.00000430422,0,0,0,0,19.00000187006,105,0,1.0000000279491,0,0,1.000000197569,0,0,0,0,96,0,0,0,0,0,0,0,0
"Mllt1",0,0,0,0,0,1,0,0,0,0,0,0,865,0,0,2,0,0,0,14,0,0,200,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
"Mllt10",131,56.95898,0,248.544,842.0004,0,38,58,786.852,0,0,0,232.867,817.00002,274.145,14,19,4.32228,1,133,52.6647,0,2,9,12,6.42837,4.6782,0,156.378,38.7353,1,0,1,0,39.5122,0,78.2569,11,1,0,263.992,0,1,1,20.67651896,0,653.97539
"Mllt11",2,7,0,0,3,6,1,0,0,1,0,0,0,1,107,2,0,133,0,0,0,25,14,0,0,0,8,0,0,25,4,19,0,1,12,0,3,2,49,0,1,23,0,0,0,0,0
"Mllt3",1,0,558.103571,1.999999,0,0,0,15.6373,13.16924,0,1,0,0,0,157,0,1,2,279.00557,1,0,0,0,0,0,3,1.999998,0,3,1.999995,13,1,0,1,370,1.2355,0,332.553,0,41.786017,4.999996,4,1,0,161.871,0,0
"Mllt6",0.9999997092,4.0000009135,0.99999966667,2.9999980298,2.000001296,0,2.0000017007,0,0,3.000002703,13.483831244,1.999999187,0,943.0004616,0,15.999658616,0.9999998463,1.99999542634,2.999996234,1.0000001224,3.999997429,49.43387537,0,0,2.99999831812,0,18.00001361,0,0,8.99999946,0,0,9.000004874,236.0001557,1.000000043,385.9996258,7.999996081,25.99995752,0,1.9999965034,5.000000753,0,0,30.99996718,171.9998227,1.0419588141,3.234798746
"Mlph",0,0,0,1.00066,0,0,2.2072,1.00339,7.00847,0,13.4,0,0,1.0012,0,10.0122,0,1.02247,0,2.00094,1.00194,4.07697,0,1.11766,2.89697,0,1.00277,0,1.02985,0,3.00649,0,3.02351,4.20164,1.00146,0,0,1.00858,0,1.92426,0,0,0,3.43266,2.00512,1.06312,0
"Mlst8",1,0,0,0,147.9081,1.216455,0,607,0,101.0019,0,0,1.342782,0,0,0,13.63199,2.000002,0,1,6.0072,0,0,11.00002,0,0,0,0,1.999997,176,1,1,0,0,0,0,0,0,2.410023,0,14,1,4.022707,0,1493.8400000389,0,2.000004
